id,time,x,y,scroll,press,release
42,1682983679.032458,670.17578125,529.62109375,0,0,0
43,1682983679.0405812,671.26171875,529.62109375,0,0,0
44,1682983679.057173,672.34765625,529.62109375,0,0,0
45,1682983679.063581,674.23046875,529.62109375,0,0,0
46,1682983679.0636601,676.11328125,529.62109375,0,0,0
47,1682983679.071821,680.109375,529.62109375,0,0,0
48,1682983679.077434,681.9921875,529.62109375,0,0,0
49,1682983679.0841181,684.84765625,529.62109375,0,0,0
50,1682983679.090595,687.703125,529.62109375,0,0,0
51,1682983679.102674,691.69921875,529.62109375,0,0,0
52,1682983679.103102,697.0078125,530.50390625,0,0,0
53,1682983679.11458,701.00390625,531.30078125,0,0,0
54,1682983679.12348,705.0,533.6953125,0,0,0
55,1682983679.135511,710.30859375,535.46484375,0,0,0
56,1682983679.1461492,714.3046875,537.859375,0,0,0
57,1682983679.1587799,718.30078125,540.25390625,0,0,0
58,1682983679.16448,722.72265625,543.79296875,0,0,0
59,1682983679.164573,727.14453125,547.33203125,0,0,0
60,1682983679.172311,731.140625,549.7265625,0,0,0
61,1682983679.1843252,735.5625,553.265625,0,0,0
62,1682983679.184969,740.4140625,558.1171875,0,0,0
63,1682983679.196216,743.609375,561.3125,0,0,0
64,1682983679.205579,744.86328125,563.1953125,0,0,0
65,1682983679.2057338,749.71484375,569.015625,0,0,0
66,1682983679.219,752.91015625,572.2109375,0,0,0
67,1682983679.219268,755.3046875,576.20703125,0,0,0
68,1682983679.2266319,758.84375,580.62890625,0,0,0
69,1682983679.2415931,761.49609375,585.9375,0,0,0
70,1682983679.248066,763.890625,589.93359375,0,0,0
71,1682983679.255778,766.28515625,593.9296875,0,0,0
72,1682983679.263068,767.7109375,596.78515625,0,0,0
73,1682983679.272205,770.10546875,600.78125,0,0,0
74,1682983679.279472,772.5,603.9765625,0,0,0
75,1682983679.2878442,774.09765625,607.97265625,0,0,0
76,1682983679.294206,776.4921875,611.16796875,0,0,0
77,1682983679.302946,777.91796875,614.0234375,0,0,0
78,1682983679.309808,779.34375,616.87890625,0,0,0
79,1682983679.325674,780.59765625,618.76171875,0,0,0
80,1682983679.3260229,782.3671875,624.0703125,0,0,0
81,1682983679.336226,782.9921875,625.953125,0,0,0
82,1682983679.342705,784.41796875,628.80859375,0,0,0
83,1682983679.350367,786.015625,632.8046875,0,0,0
84,1682983679.367747,786.8125,636.80078125,0,0,0
85,1682983679.3679638,788.23828125,639.65625,0,0,0
86,1682983679.3758569,789.03515625,643.65234375,0,0,0
87,1682983679.3760152,789.74609375,646.5078125,0,0,0
88,1682983679.40187,790.45703125,649.36328125,0,0,0
89,1682983679.4021,791.16796875,652.21875,0,0,0
90,1682983679.408693,791.87890625,655.07421875,0,0,0
91,1682983679.408855,792.58984375,657.9296875,0,0,0
92,1682983679.4209979,792.58984375,660.78515625,0,0,0
93,1682983679.4283361,792.58984375,663.640625,0,0,0
94,1682983679.43713,792.58984375,666.49609375,0,0,0
95,1682983679.445079,792.58984375,669.3515625,0,0,0
96,1682983679.4545689,792.58984375,671.234375,0,0,0
97,1682983679.454721,792.58984375,674.08984375,0,0,0
98,1682983679.465771,792.58984375,675.97265625,0,0,0
99,1682983679.4749188,792.58984375,677.85546875,0,0,0
100,1682983679.482962,792.58984375,679.73828125,0,0,0
101,1682983679.493021,792.58984375,681.62109375,0,0,0
102,1682983680.5231109,0,0,0,1,0
103,1682983680.548296,0,0,0,0,1
104,1682983681.399012,0,0,0,1,0
105,1682983681.580477,0,0,0,84,0
106,1682983681.622869,0,0,0,0,1
107,1682983681.646212,0,0,0,0,116
108,1682983681.742837,0,0,0,104,0
109,1682983681.862873,0,0,0,105,0
110,1682983681.874588,0,0,0,0,104
111,1682983681.887904,0,0,0,115,0
112,1682983681.926883,0,0,0,0,105
113,1682983681.974138,0,0,0,1,0
114,1682983681.989661,0,0,0,0,115
115,1682983682.078208,0,0,0,0,1
116,1682983682.094294,0,0,0,105,0
117,1682983682.142878,0,0,0,0,105
118,1682983682.174388,0,0,0,115,0
119,1682983682.286879,0,0,0,0,115
120,1682983682.298146,0,0,0,1,0
121,1682983682.390822,0,0,0,0,1
122,1682983682.502891,0,0,0,97,0
123,1682983682.5817049,0,0,0,1,0
124,1682983682.6228852,0,0,0,0,97
125,1682983682.678142,0,0,0,0,1
126,1682983682.846957,0,0,0,116,0
127,1682983682.9239638,0,0,0,101,0
128,1682983682.953399,0,0,0,0,116
129,1682983682.990876,0,0,0,0,101
130,1682983683.1029718,0,0,0,115,0
131,1682983683.230925,0,0,0,0,115
132,1682983683.254512,0,0,0,116,0
133,1682983683.334878,0,0,0,0,116
134,1682983683.4545379,0,0,0,1,0
135,1682983683.5429199,0,0,0,33,0
136,1682983683.6308851,0,0,0,0,33
137,1682983683.694965,0,0,0,0,1
138,1682983683.934939,0,0,0,1,0
139,1682983684.046913,0,0,0,0,1
140,1682983685.3270779,0,0,0,1,0
141,1682983686.0310578,0,0,0,0,1
142,1682983686.3111281,0,0,0,1,0
143,1682983686.492146,0,0,0,84,0
144,1682983686.504045,0,0,0,0,1
145,1682983686.542377,0,0,0,0,116
146,1682983686.615069,0,0,0,104,0
147,1682983686.6786351,0,0,0,101,0
148,1682983686.703081,0,0,0,0,104
149,1682983686.7642791,0,0,0,1,0
150,1682983686.776281,0,0,0,0,101
151,1682983686.863004,0,0,0,0,1
152,1682983686.8868291,0,0,0,111,0
153,1682983686.950485,0,0,0,0,111
154,1682983686.966982,0,0,0,116,0
155,1682983687.013974,0,0,0,0,116
156,1682983687.0516648,0,0,0,104,0
157,1682983687.111027,0,0,0,0,104
158,1682983687.141803,0,0,0,101,0
159,1682983687.1830459,0,0,0,114,0
160,1682983687.206919,0,0,0,0,101
161,1682983687.25504,0,0,0,1,0
162,1682983687.2867332,0,0,0,0,114
163,1682983687.366687,0,0,0,0,1
164,1682983687.5031412,0,0,0,100,0
165,1682983687.575108,0,0,0,97,0
166,1682983687.5911071,0,0,0,0,100
167,1682983687.711075,0,0,0,0,97
168,1682983687.743047,0,0,0,121,0
169,1682983687.791072,0,0,0,0,121
170,1682983687.806184,0,0,0,1,0
171,1682983687.895041,0,0,0,0,1
172,1682983687.983191,0,0,0,1,0
173,1682983688.1104739,0,0,0,0,1
174,1682983688.1211038,0,0,0,105,0
175,1682983688.1324952,0,0,0,1,0
176,1682983688.207086,0,0,0,0,105
177,1682983688.212806,0,0,0,0,1
178,1682983688.5191412,0,0,0,119,0
179,1682983688.575117,0,0,0,0,119
180,1682983688.79915,0,0,0,97,0
181,1682983688.86314,0,0,0,0,97
182,1682983689.055134,0,0,0,115,0
183,1682983689.142195,0,0,0,1,0
184,1682983689.153206,0,0,0,0,115
185,1682983689.2465322,0,0,0,0,1
186,1682983689.575218,0,0,0,97,0
187,1682983689.702378,0,0,0,0,97
188,1682983690.126115,0,0,0,1,0
189,1682983690.1911669,0,0,0,0,1
190,1682983690.33527,0,0,0,119,0
191,1682983690.423448,0,0,0,97,0
192,1682983690.479181,0,0,0,0,119
193,1682983690.5591629,0,0,0,0,97
194,1682983690.572063,0,0,0,108,0
195,1682983690.6947799,0,0,0,0,108
196,1682983690.7183092,0,0,0,107,0
197,1682983690.8151739,0,0,0,0,107
198,1682983690.911275,0,0,0,105,0
199,1682983691.047183,0,0,0,0,105
200,1682983691.1192021,0,0,0,110,0
201,1682983691.151296,0,0,0,103,0
202,1682983691.207198,0,0,0,0,110
203,1682983691.2707682,0,0,0,1,0
204,1682983691.291538,0,0,0,0,103
205,1682983691.3751712,0,0,0,0,1
206,1682983691.455266,0,0,0,97,0
207,1682983691.543226,0,0,0,0,97
208,1682983691.607258,0,0,0,114,0
209,1682983691.711212,0,0,0,0,114
210,1682983691.7273731,0,0,0,111,0
211,1682983691.823266,0,0,0,117,0
212,1682983691.8388171,0,0,0,0,111
213,1682983691.8785112,0,0,0,0,117
214,1682983691.9832609,0,0,0,110,0
215,1682983692.039232,0,0,0,100,0
216,1682983692.0628831,0,0,0,0,110
217,1682983692.1588302,0,0,0,1,0
218,1682983692.1744168,0,0,0,0,100
219,1682983692.278518,0,0,0,0,1
220,1682983692.359287,0,0,0,97,0
221,1682983692.431247,0,0,0,0,97
222,1682983692.567304,0,0,0,100,0
223,1682983692.703307,0,0,0,0,100
224,1682983692.721519,0,0,0,1,0
225,1682983692.791285,0,0,0,0,1
226,1682983692.983312,0,0,0,1,0
227,1682983693.0472739,0,0,0,0,1
228,1682983693.215348,0,0,0,110,0
229,1682983693.2792919,0,0,0,0,110
230,1682983693.391312,0,0,0,100,0
231,1682983693.470252,0,0,0,1,0
232,1682983693.511304,0,0,0,0,100
233,1682983693.599275,0,0,0,0,1
234,1682983693.623706,0,0,0,1,0
235,1682983693.815373,0,0,0,73,0
236,1682983693.8553479,0,0,0,0,1
237,1682983693.870801,0,0,0,1,0
238,1682983693.927307,0,0,0,0,105
239,1682983693.9672801,0,0,0,0,1
240,1682983694.0707998,0,0,0,99,0
241,1682983694.135314,0,0,0,111,0
242,1682983694.1580439,0,0,0,0,99
243,1682983694.175106,0,0,0,117,0
244,1682983694.231301,0,0,0,0,111
245,1682983694.263073,0,0,0,0,117
246,1682983694.36738,0,0,0,108,0
247,1682983694.463327,0,0,0,0,108
248,1682983694.4793432,0,0,0,100,0
249,1682983694.5325692,0,0,0,0,100
250,1682983694.567345,0,0,0,110,0
251,1682983694.655367,0,0,0,0,110
252,1682983694.695379,0,0,0,116,0
253,1682983694.758728,0,0,0,1,0
254,1682983694.791232,0,0,0,0,116
255,1682983694.8466198,0,0,0,0,1
256,1682983694.927392,0,0,0,114,0
257,1682983694.9913821,0,0,0,101,0
258,1682983695.031091,0,0,0,0,114
259,1682983695.094945,0,0,0,0,101
260,1682983695.239454,0,0,0,97,0
261,1682983695.335326,0,0,0,0,97
262,1682983695.398752,0,0,0,108,0
263,1682983695.463367,0,0,0,0,108
264,1682983695.556915,0,0,0,108,0
265,1682983695.630403,0,0,0,0,108
266,1682983695.655452,0,0,0,121,0
267,1682983695.7029681,0,0,0,1,0
268,1682983695.727514,0,0,0,0,121
269,1682983695.798603,0,0,0,0,1
270,1682983695.999418,0,0,0,116,0
271,1682983696.079405,0,0,0,101,0
272,1682983696.1273751,0,0,0,0,116
273,1682983696.183371,0,0,0,0,101
274,1682983696.2314482,0,0,0,108,0
275,1682983696.303395,0,0,0,0,108
276,1682983696.415426,0,0,0,108,0
277,1682983696.4874089,0,0,0,0,108
278,1682983696.535441,0,0,0,1,0
279,1682983696.615417,0,0,0,0,1
280,1682983696.799464,0,0,0,119,0
281,1682983696.903402,0,0,0,0,119
282,1682983696.991431,0,0,0,104,0
283,1682983697.079432,0,0,0,0,104
284,1682983697.3434749,0,0,0,97,0
285,1682983697.472171,0,0,0,0,97
286,1682983697.7754712,0,0,0,116,0
287,1682983697.8481522,0,0,0,1,0
288,1682983697.89553,0,0,0,0,116
289,1682983697.966271,0,0,0,0,1
290,1682983698.095542,0,0,0,1,0
291,1682983698.2554948,0,0,0,73,0
292,1682983698.311543,0,0,0,1,0
293,1682983698.322067,0,0,0,0,1
294,1682983698.359873,0,0,0,0,105
295,1682983698.407694,0,0,0,0,1
296,1682983698.503138,0,0,0,119,0
297,1682983698.647524,0,0,0,97,0
298,1682983698.670592,0,0,0,0,119
299,1682983698.7594602,0,0,0,0,97
300,1682983698.790464,0,0,0,110,0
301,1682983698.8714712,0,0,0,0,110
302,1682983698.879041,0,0,0,116,0
303,1682983698.951597,0,0,0,101,0
304,1682983698.98324,0,0,0,0,116
305,1682983699.063503,0,0,0,0,101
306,1682983699.175522,0,0,0,100,0
307,1682983699.2315168,0,0,0,1,0
308,1682983699.263519,0,0,0,0,100
309,1682983699.343477,0,0,0,0,1
310,1682983699.3823612,0,0,0,116,0
311,1682983699.455487,0,0,0,0,116
312,1682983699.487369,0,0,0,111,0
313,1682983699.5595038,0,0,0,0,111
314,1682983699.567613,0,0,0,1,0
315,1682983699.663491,0,0,0,0,1
316,1682983699.8635678,0,0,0,100,0
317,1682983699.9675362,0,0,0,0,100
318,1682983699.999267,0,0,0,111,0
319,1682983700.055538,0,0,0,0,111
320,1682983700.3516018,0,0,0,1,0
321,1682983700.455509,0,0,0,0,1
322,1682983700.655612,0,0,0,98,0
323,1682983700.7275698,0,0,0,0,98
324,1682983700.8155708,0,0,0,117,0
325,1682983700.887563,0,0,0,0,117
326,1682983700.997802,0,0,0,116,0
327,1682983701.0876212,0,0,0,1,0
328,1682983701.1187892,0,0,0,0,116
329,1682983701.1916292,0,0,0,1,0
330,1682983701.213558,0,0,0,0,1
331,1682983701.334412,0,0,0,73,0
332,1682983701.37227,0,0,0,1,0
333,1682983701.377902,0,0,0,0,1
334,1682983701.4316952,0,0,0,0,105
335,1682983701.463584,0,0,0,0,1
336,1682983701.615659,0,0,0,100,0
337,1682983701.711592,0,0,0,0,100
338,1682983701.831625,0,0,0,105,0
339,1682983701.863651,0,0,0,0,105
340,1682983702.06196,0,0,0,100,0
341,1682983702.1836631,0,0,0,1,0
342,1682983702.2236202,0,0,0,0,100
343,1682983702.303575,0,0,0,0,1
344,1682983702.519692,0,0,0,115,0
345,1682983702.607659,0,0,0,111,0
346,1682983702.623578,0,0,0,0,115
347,1682983702.687165,0,0,0,109,0
348,1682983702.725284,0,0,0,0,111
349,1682983702.759037,0,0,0,101,0
350,1682983702.7924821,0,0,0,0,109
351,1682983702.847658,0,0,0,0,101
352,1682983702.949653,0,0,0,116,0
353,1682983703.007686,0,0,0,104,0
354,1682983703.030693,0,0,0,0,116
355,1682983703.0944488,0,0,0,105,0
356,1682983703.1065059,0,0,0,0,104
357,1682983703.191692,0,0,0,110,0
358,1682983703.223362,0,0,0,0,105
359,1682983703.311636,0,0,0,0,110
360,1682983703.319726,0,0,0,103,0
361,1682983703.407658,0,0,0,1,0
362,1682983703.447648,0,0,0,0,103
363,1682983703.5116,0,0,0,0,1
364,1682983703.607687,0,0,0,97,0
365,1682983703.719658,0,0,0,0,97
366,1682983703.743181,0,0,0,110,0
367,1682983703.8397481,0,0,0,100,0
368,1682983703.851308,0,0,0,0,110
369,1682983703.943682,0,0,0,1,0
370,1682983703.983329,0,0,0,0,100
371,1682983704.063683,0,0,0,0,1
372,1682983704.167666,0,0,0,116,0
373,1682983704.255667,0,0,0,0,116
374,1682983704.295694,0,0,0,104,0
375,1682983704.430756,0,0,0,105,0
376,1682983704.4558568,0,0,0,0,104
377,1682983704.5516758,0,0,0,0,105
378,1682983704.5772212,0,0,0,115,0
379,1682983704.700921,0,0,0,1,0
380,1682983704.743055,0,0,0,0,115
381,1682983704.815666,0,0,0,0,1
382,1682983705.117537,0,0,0,119,0
383,1682983705.247775,0,0,0,97,0
384,1682983705.2707891,0,0,0,0,119
385,1682983705.367723,0,0,0,0,97
386,1682983705.519792,0,0,0,115,0
387,1682983705.647933,0,0,0,1,0
388,1682983705.658319,0,0,0,0,115
389,1682983705.7517061,0,0,0,0,1
390,1682983705.95903,0,0,0,119,0
391,1682983706.095732,0,0,0,0,119
392,1682983706.154625,0,0,0,104,0
393,1682983706.207742,0,0,0,0,104
394,1682983706.2797818,0,0,0,97,0
395,1682983706.351748,0,0,0,116,0
396,1682983706.367813,0,0,0,0,97
397,1682983706.42376,0,0,0,0,116
398,1682983706.484075,0,0,0,1,0
399,1682983706.575773,0,0,0,0,1
400,1682983706.67192,0,0,0,1,0
401,1682983706.8157928,0,0,0,73,0
402,1682983706.863783,0,0,0,0,1
403,1682983706.8712409,0,0,0,1,0
404,1682983706.903509,0,0,0,0,105
405,1682983706.951759,0,0,0,0,1
406,1682983707.0797598,0,0,0,100,0
407,1682983707.16594,0,0,0,0,100
408,1682983707.207808,0,0,0,105,0
409,1682983707.278987,0,0,0,0,105
410,1682983707.3029919,0,0,0,100,0
411,1682983707.399785,0,0,0,0,100
412,1682983707.9111779,0,0,0,46,0
413,1682983708.042262,0,0,0,0,46
414,1682983708.04817,0,0,0,1,0
415,1682983708.159779,0,0,0,0,1
416,1682983708.2398798,0,0,0,1,0
417,1682983708.383872,0,0,0,73,0
418,1682983708.432427,0,0,0,0,1
419,1682983708.438886,0,0,0,1,0
420,1682983708.463913,0,0,0,0,105
421,1682983708.512272,0,0,0,0,1
422,1682983708.599861,0,0,0,119,0
423,1682983708.72785,0,0,0,101,0
424,1682983708.758942,0,0,0,0,119
425,1682983708.83179,0,0,0,0,101
426,1682983708.886134,0,0,0,110,0
427,1682983708.9918551,0,0,0,0,110
428,1682983709.007196,0,0,0,116,0
429,1682983709.0963762,0,0,0,1,0
430,1682983709.135849,0,0,0,0,116
431,1682983709.2077959,0,0,0,0,1
432,1682983709.391496,0,0,0,104,0
433,1682983709.510234,0,0,0,111,0
434,1682983709.543902,0,0,0,0,104
435,1682983709.695848,0,0,0,0,111
436,1682983709.702724,0,0,0,109,0
437,1682983709.863681,0,0,0,101,0
438,1682983709.874762,0,0,0,0,109
439,1682983709.950919,0,0,0,1,0
440,1682983709.9919932,0,0,0,0,101
441,1682983710.087887,0,0,0,0,1
442,1682983710.3999119,0,0,0,97,0
443,1682983710.527877,0,0,0,0,97
444,1682983710.5758479,0,0,0,110,0
445,1682983710.6718578,0,0,0,0,110
446,1682983710.719946,0,0,0,100,0
447,1682983710.82387,0,0,0,1,0
448,1682983710.871474,0,0,0,0,100
449,1682983710.951853,0,0,0,0,1
450,1682983711.008075,0,0,0,115,0
451,1682983711.13588,0,0,0,0,115
452,1682983711.25472,0,0,0,116,0
453,1682983711.3109162,0,0,0,97,0
454,1682983711.35187,0,0,0,0,116
455,1682983711.454985,0,0,0,114,0
456,1682983711.4879959,0,0,0,0,97
457,1682983711.543473,0,0,0,0,114
458,1682983711.640049,0,0,0,116,0
459,1682983711.703982,0,0,0,0,116
460,1682983712.055747,0,0,0,101,0
461,1682983712.159919,0,0,0,0,101
462,1682983712.175221,0,0,0,100,0
463,1682983712.2325509,0,0,0,1,0
464,1682983712.271931,0,0,0,0,100
465,1682983712.351897,0,0,0,0,1
466,1682983712.4799979,0,0,0,112,0
467,1682983712.575943,0,0,0,0,112
468,1682983712.607166,0,0,0,114,0
469,1682983712.671963,0,0,0,0,114
470,1682983712.703978,0,0,0,111,0
471,1682983712.7599978,0,0,0,103,0
472,1682983712.7726002,0,0,0,0,111
473,1682983712.815178,0,0,0,0,103
474,1682983712.935991,0,0,0,114,0
475,1682983713.023964,0,0,0,97,0
476,1682983713.039267,0,0,0,0,114
477,1682983713.0652502,0,0,0,109,0
478,1682983713.104317,0,0,0,0,109
479,1682983713.127899,0,0,0,0,97
480,1682983713.2319858,0,0,0,109,0
481,1682983713.295993,0,0,0,0,109
482,1682983713.384001,0,0,0,105,0
483,1682983713.455987,0,0,0,0,105
484,1682983713.472011,0,0,0,110,0
485,1682983713.520004,0,0,0,103,0
486,1682983713.567955,0,0,0,0,110
487,1682983713.583025,0,0,0,1,0
488,1682983713.616957,0,0,0,0,103
489,1682983713.6960099,0,0,0,0,1
490,1682983713.7200031,0,0,0,116,0
491,1682983713.7999969,0,0,0,104,0
492,1682983713.8155131,0,0,0,0,116
493,1682983713.888045,0,0,0,105,0
494,1682983713.919999,0,0,0,0,104
495,1682983714.029402,0,0,0,110,0
496,1682983714.056509,0,0,0,0,105
497,1682983714.159976,0,0,0,0,110
498,1682983714.51204,0,0,0,1,0
499,1682983714.582809,0,0,0,0,1
500,1682983716.2560902,0,0,0,116,0
501,1682983716.328044,0,0,0,0,116
502,1682983716.3354602,0,0,0,104,0
503,1682983716.424104,0,0,0,105,0
504,1682983716.4561348,0,0,0,0,104
505,1682983716.5360682,0,0,0,115,0
506,1682983716.543958,0,0,0,0,105
507,1682983716.64687,0,0,0,1,0
508,1682983716.6876879,0,0,0,0,115
509,1682983716.783482,0,0,0,0,1
510,1682983717.12818,0,0,0,1,0
511,1682983717.336131,0,0,0,33,0
512,1682983717.408104,0,0,0,0,33
513,1682983717.448174,0,0,0,0,1
514,1682983718.1041842,0,0,0,1,0
515,1682983718.224085,0,0,0,0,1
516,1682983719.386805,0,0,1,0,0
517,1682983719.39958,0,0,1,0,0
518,1682983719.4048781,0,0,1,0,0
519,1682983719.416547,0,0,1,0,0
520,1682983719.428351,0,0,1,0,0
521,1682983719.440077,0,0,1,0,0
522,1682983719.4462569,0,0,1,0,0
523,1682983719.446652,0,0,1,0,0
524,1682983719.4531898,0,0,1,0,0
525,1682983719.459237,0,0,1,0,0
526,1682983719.483988,0,0,1,0,0
527,1682983719.49027,0,0,1,0,0
528,1682983719.501719,0,0,1,0,0
529,1682983719.5168881,0,0,1,0,0
530,1682983719.534416,0,0,1,0,0
531,1682983719.5515862,0,0,1,0,0
532,1682983719.569092,0,0,1,0,0
533,1682983719.584969,0,0,1,0,0
534,1682983719.601072,0,0,1,0,0
535,1682983719.618732,0,0,1,0,0
536,1682983719.636192,0,0,1,0,0
537,1682983719.6579351,0,0,1,0,0
538,1682983719.6703382,0,0,1,0,0
539,1682983719.684265,0,0,1,0,0
540,1682983719.6953459,0,0,1,0,0
541,1682983719.7211509,0,0,1,0,0
542,1682983719.727932,0,0,1,0,0
543,1682983719.7364538,0,0,1,0,0
544,1682983719.74371,0,0,1,0,0
545,1682983719.754594,0,0,1,0,0
546,1682983719.7606049,0,0,1,0,0
547,1682983719.766266,0,0,1,0,0
548,1682983719.775361,0,0,1,0,0
549,1682983719.784151,0,0,1,0,0
550,1682983719.791105,0,0,1,0,0
551,1682983719.8183758,0,0,1,0,0
552,1682983719.8246248,0,0,1,0,0
553,1682983719.837276,0,0,1,0,0
554,1682983719.8506858,0,0,1,0,0
555,1682983719.867487,0,0,1,0,0
556,1682983719.884738,0,0,1,0,0
557,1682983719.901346,0,0,1,0,0
558,1682983719.920764,0,0,1,0,0
559,1682983719.9349608,0,0,1,0,0
560,1682983719.951933,0,0,1,0,0
561,1682983719.96871,0,0,1,0,0
562,1682983719.9851599,0,0,1,0,0
563,1682983720.001945,0,0,1,0,0
564,1682983720.0172958,0,0,1,0,0
565,1682983720.034341,0,0,1,0,0
566,1682983720.047887,0,0,1,0,0
567,1682983720.110305,793.046875,681.16015625,0,0,0
568,1682983720.1224651,797.8984375,676.3046875,0,0,0
569,1682983720.1285791,803.71875,671.44921875,0,0,0
570,1682983720.129139,814.93359375,658.828125,0,0,0
571,1682983720.139219,827.55078125,646.20703125,0,0,0
572,1682983720.1473558,840.94921875,631.31640625,0,0,0
573,1682983720.157952,856.70703125,615.5546875,0,0,0
574,1682983720.1706922,872.46484375,599.79296875,0,0,0
575,1682983720.176576,888.22265625,584.03125,0,0,0
576,1682983720.176736,903.98046875,568.26953125,0,0,0
577,1682983720.18767,921.3125,554.0859375,0,0,0
578,1682983720.195487,936.19921875,540.68359375,0,0,0
579,1682983720.201086,948.81640625,528.0625,0,0,0
580,1682983720.212877,956.2109375,522.77734375,0,0,0
581,1682983720.225017,968.046875,513.56640625,0,0,0
582,1682983720.2366002,980.6640625,502.34765625,0,0,0
583,1682983720.236785,990.4921875,494.97265625,0,0,0
584,1682983720.243147,1000.3203125,486.3671875,0,0,0
585,1682983720.252138,1010.1484375,478.9921875,0,0,0
586,1682983720.259268,1018.14453125,472.1328125,0,0,0
587,1682983720.267591,1025.5390625,466.84765625,0,0,0
588,1682983720.2743812,1032.93359375,461.5625,0,0,0
589,1682983720.282464,1039.26953125,455.22265625,0,0,0
590,1682983720.290132,1045.08984375,450.3671875,0,0,0
591,1682983720.3024871,1050.91015625,446.484375,0,0,0
592,1682983720.3143501,1053.05078125,444.33984375,0,0,0
593,1682983720.3150778,1057.47265625,440.796875,0,0,0
594,1682983720.322849,1060.66796875,437.59765625,0,0,0
595,1682983720.330268,1063.86328125,435.19921875,0,0,0
596,1682983720.341583,1065.1171875,433.3125,0,0,0
597,1682983720.347711,1067.0,432.0546875,0,0,0
598,1682983720.348373,1067.625,430.16796875,0,0,0
599,1682983720.360001,1068.3359375,427.30859375,0,0,0
600,1682983720.3718421,1068.9609375,425.421875,0,0,0
601,1682983720.377642,1068.9609375,422.5625,0,0,0
602,1682983720.385163,1068.9609375,419.703125,0,0,0
603,1682983720.397483,1067.359375,415.703125,0,0,0
604,1682983720.4031591,1064.16015625,412.50390625,0,0,0
605,1682983720.414457,1059.3046875,407.6484375,0,0,0
606,1682983720.419874,1051.90625,402.36328125,0,0,0
607,1682983720.4261272,1037.8828125,392.546875,0,0,0
608,1682983720.437506,1025.58984375,387.62890625,0,0,0
609,1682983720.449145,1008.76171875,383.421875,0,0,0
610,1682983720.4604878,986.6953125,378.69140625,0,0,0
611,1682983720.471696,964.62890625,377.11328125,0,0,0
612,1682983720.477152,939.6796875,377.11328125,0,0,0
613,1682983720.477324,914.73046875,377.11328125,0,0,0
614,1682983720.477372,892.6640625,377.11328125,0,0,0
615,1682983720.486331,870.59765625,381.83984375,0,0,0
616,1682983720.498464,853.76953125,387.4453125,0,0,0
617,1682983720.509436,846.37109375,391.66796875,0,0,0
618,1682983720.5206668,830.9453125,400.078125,0,0,0
619,1682983720.539205,819.8828125,407.44921875,0,0,0
620,1682983720.5446138,808.8203125,413.59375,0,0,0
621,1682983720.544852,801.421875,418.875,0,0,0
622,1682983720.552881,799.27734375,421.015625,0,0,0
623,1682983720.552999,793.453125,424.89453125,0,0,0
624,1682983720.553243,790.25390625,427.2890625,0,0,0
625,1682983721.196286,0,0,1,0,0
626,1682983721.208172,0,0,1,0,0
627,1682983721.2269099,0,0,1,0,0
628,1682983721.238793,0,0,1,0,0
